id,mssubclass,lotshape,landcontour,landslope,bldgtype,housestyle,overallqual,overallcond,lotfrontage,lotarea,garagearea,grlivarea,totalbsmtsf,saleprice,lotfrontage_std,lotarea_std,garagearea_std,grlivarea_std,totalbsmtsf_std,saleprice_std
1421,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,6,90,11700,776,1416,708,179900,87.1154756277299,0.11853927591582289,1.4172731588015575,-0.1892814684768787,-0.7965015069860997,-0.012854528160025188
1422,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,6,5,53,4043,440,1069,1069,127500,50.11547562772989,-0.6485979608847707,-0.15425346199886036,-0.849629620275609,0.026374304801204927,-0.6724510677761996
1423,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,6,5,37,4435,420,848,848,136500,34.11547562772989,-0.6093243815683501,-0.24779671323698046,-1.2701971751675958,-0.4773806935505799,-0.5591615857810551
1426,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,6,80,10721,528,1252,1252,142000,77.1154756277299,0.020455515327109135,0.25733684344886815,-0.5013768485777196,0.4435107966490629,-0.48992912456180016
1427,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,81,10944,525,2127,1223,271000,78.1154756277299,0.04279737294844026,0.24330535576315013,1.1637661854968886,0.3774071995802767,1.1338867840352704
1428,1-1/2 STORY FINISHED ALL AGES,Regular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,5,6,60,10930,288,1558,913,140000,57.11547562772989,0.04139474511571095,-0.8651821714085732,0.08094745819580056,-0.32921745874123143,-0.5151045650051655
1429,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,7,60,7200,240,804,788,119000,57.11547562772989,-0.3323053846043118,-1.0896859743800615,-1.3539300820239188,-0.614146756451517,-0.7794466896605027
1431,2-STORY 1946 & NEWER,Irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,5,5,60,21930,372,1838,732,192140,57.11547562772989,1.1434594708315957,-0.47230051620846875,0.6137932290996752,-0.7417950818257248,0.14121916735337126
1433,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,4,6,60,10800,216,968,656,64500,57.11547562772989,0.028370343811795946,-1.2019378758658057,-1.041834701923078,-0.9150320948335784,-1.4654774417422107
1434,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,5,93,10261,451,1792,936,186500,90.1154756277299,-0.02563082774828241,-0.1028046738178943,0.5262542810226101,-0.27679046796253887,0.07022442530308075
1435,1-STORY 1946 & NEWER ALL STYLES,Regular,Depression,Moderate Slope,Single-family Detached,One story,5,5,80,17400,484,1126,1126,160000,77.1154756277299,0.6896091792413268,0.0515416907250039,-0.741157445484463,0.1563020645570951,-0.2633501605715113
1436,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,9,80,8400,462,1537,1319,174000,77.1154756277299,-0.21208014179894258,-0.05135588563692823,0.04098402537800996,0.596232900221776,-0.08712207746795322
1437,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,4,6,60,9000,528,864,864,120500,57.11547562772989,-0.15196752039625794,0.25733684344886815,-1.23974884540166,-0.44090974344366335,-0.7605651093279786
1438,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,8,5,96,12444,774,1932,1932,394617,93.1154756277299,0.19307892645515182,1.4079188336777455,0.7926771664745473,1.993526176193016,2.689942994679023
1439,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,7,90,7407,923,1236,912,149700,87.1154756277299,-0.3115665302203856,2.1048160554017405,-0.5318251783436552,-0.3314968931229137,-0.3930036788548432
1440,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,7,6,80,11584,550,1725,539,197000,77.1154756277299,0.10691750244463719,0.3602344198108003,0.3987519001277543,-1.1817259174904056,0.20239548763074927
1441,2-STORY 1945 & OLDER,Slightly irregular,Banked - Quick and significant rise from street grade to building,Moderate Slope,Single-family Detached,Two and one-half story: 2nd level finished,6,7,79,11526,672,2555,588,191000,76.1154756277299,0.10110661570904435,0.930848252363333,1.9782590067356682,-1.0700336327879738,0.12686916630065298
1443,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,10,5,85,11003,812,2007,1017,310000,82.1154756277299,0.04870844738637091,1.5856510110301738,0.9354037122523708,-0.09215628304627385,1.6248078726808963
1445,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,63,8500,626,1422,1422,179600,60.11547562772989,-0.2020613715651618,0.7156987745156567,-0.17786334481465282,0.8310146415350512,-0.016630844226530002
1446,SPLIT FOYER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Split Foyer,6,5,70,8400,240,913,814,129000,67.1154756277299,-0.21208014179894258,-1.0896859743800615,-1.146500835493482,-0.5548814625277775,-0.6535694874436755
1448,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,8,5,80,10000,556,2090,1220,240000,77.1154756277299,-0.05177981805845022,0.3882973951822363,1.0933544229131622,0.37056889643522983,0.7436674571631061
1449,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,4,7,70,11767,384,1346,560,112000,67.1154756277299,0.125251851972456,-0.41617456546559667,-0.32249291120284734,-1.1338577954750777,-0.8675607312122817
1450,PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Split Foyer,5,7,21,1533,0,630,630,92000,18.11547562772989,-0.9000690937526681,-2.212204989237503,-1.6850556682284694,-0.9742973887573179,-1.119315135645936
1451,DUPLEX - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Duplex,Two story,5,5,60,9000,0,1792,896,136000,57.11547562772989,-0.15196752039625794,-2.212204989237503,0.5262542810226101,-0.3679678432298302,-0.5654554458918964
1452,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,8,5,78,9262,840,1578,1573,287090,75.1154756277299,-0.12571834238375232,1.7166115627635419,0.11900787040322017,1.1752092331690762,1.3364232024021452
1453,PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Split Level,5,5,35,3675,525,1072,547,145000,32.11547562772989,-0.685467035345084,0.24330535576315013,-0.8439205584444961,-1.1634904424369474,-0.452165963896752
1454,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,5,90,17217,0,1140,1140,84500,87.1154756277299,0.671274829713508,-2.212204989237503,-0.7145151569392694,0.1882141459006471,-1.2137230373085564
1455,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,62,7500,400,1221,1221,185000,59.11547562772989,-0.3022490739029695,-0.34133996447510057,-0.5603704874992199,0.3728483308169121,0.05134284497055667
1456,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,5,62,7917,460,1647,953,175000,59.11547562772989,-0.2604708020281037,-0.060710210760740235,0.2503162925188178,-0.23804008347394004,-0.0745343572462705
1457,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,6,85,13175,500,2073,1542,210000,82.1154756277299,0.2663161368640893,0.1263762917155,1.0610030725368556,1.1045467673369254,0.3660358505126246
1458,2-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,9,66,9042,252,2340,1152,266500,63.11547562772989,-0.14775963689807,-1.0335600236371894,1.5691095755059075,0.2155673584808345,1.077242043037698
1459,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,6,68,9717,240,1078,1078,142125,65.1154756277299,-0.08013293782004981,-1.0896859743800615,-0.8325024347822702,0.04688921423634548,-0.4883556595340898
1460,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,6,75,9937,276,1256,1256,147500,72.1154756277299,-0.05809164330573211,-0.9213081221514453,-0.4937647661362356,0.4526285341757921,-0.42069666334254524
43,SPLIT FOYER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Split Foyer,5,7,NA,9180,504,884,840,144000,NA,-0.13393373397545255,0.14508494196312402,-1.2016884331942403,-0.4956161686040381,-0.4647536841184347
44,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,6,NA,9200,308,938,938,130250,NA,-0.1319299799286964,-0.7716389201704531,-1.0989253202342075,-0.2722315991991743,-0.6378348371665721
51,2-STORY 1946 & NEWER,Moderately Irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,6,NA,13869,388,1470,794,177000,NA,0.3358464022865278,-0.39746591521797264,-0.08651835551684574,-0.6004701501614232,-0.049358916802905065
65,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,NA,9375,645,2034,1057,219500,NA,-0.11439713201958004,0.8045648631918708,0.9867852687323874,-0.0009789077789824831,0.4856191926186104
67,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,NA,19900,576,2207,1947,180000,NA,0.9400784350858461,0.4818406464203564,1.316007834326567,2.0277176919182502,-0.011595756137856916
77,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,4,7,NA,8475,283,952,952,135750,NA,-0.20456606412360698,-0.8885679842181032,-1.0722830316890137,-0.2403195178556223,-0.5686023759473171
85,SPLIT OR MULTI-LEVEL,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,7,5,NA,8530,400,1474,384,168500,NA,-0.19905574049502756,-0.34133996447510057,-0.07890627307536183,-1.5350382466511596,-0.15635453868720817
96,2-STORY 1946 & NEWER,Moderately Irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,8,NA,9765,420,1470,680,185000,NA,-0.07532392810783503,-0.24779671323698046,-0.08651835551684574,-0.8603256696732036,0.05134284497055667
101,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,7,NA,10603,480,1610,1610,205000,NA,0.008633366451247826,0.03283304047737988,0.17990452993509154,1.2595483052913206,0.303097249404211
105,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,7,4,NA,7758,240,1818,1040,169500,NA,-0.2764006466998151,-1.0896859743800615,0.5757328168922555,-0.03972929226758131,-0.14376681846552544
112,SPLIT OR MULTI-LEVEL,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,7,5,NA,7750,400,1430,384,180000,NA,-0.2772021483185176,-0.34133996447510057,-0.16263917993168497,-1.5350382466511596,-0.011595756137856916
114,1-STORY 1946 & NEWER ALL STYLES,Regular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,One story,6,5,NA,21000,450,2259,1809,217000,NA,1.0502849076574345,-0.1074818363798003,1.414964906065858,1.7131557472460952,0.4541498920644036
117,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,5,NA,11616,288,1092,1092,139000,NA,0.11012350891944704,-0.8651821714085732,-0.8058601462370765,0.07880129557989746,-0.5276922852268483
121,SPLIT OR MULTI-LEVEL,Slightly irregular,Depression,Severe Slope,Single-family Detached,Split Level,6,5,NA,21453,540,988,938,180000,NA,1.0956699368164615,0.3134627941917402,-1.0037742897156585,-0.2722315991991743,-0.011595756137856916
127,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,6,5,NA,4928,440,958,1078,128000,NA,-0.5599318443158109,-0.15425346199886036,-1.0608649080267878,0.04688921423634548,-0.6661572076653582
132,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,5,NA,12224,390,2054,992,244000,NA,0.17103763194083413,-0.38811159009416063,1.024845680939807,-0.14914214258833094,0.794018338049837
134,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,8,5,NA,6853,471,1296,1267,220000,NA,-0.3670705173155311,-0.009261422579774175,-0.41764394172139635,0.47770231237429717,0.49191305272945174
137,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,5,NA,10355,318,1214,1214,143000,NA,-0.016213183728528487,-0.7248672945513931,-0.5736916317718168,0.3568922901451361,-0.47734140434011746
148,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,NA,9505,434,2035,884,222500,NA,-0.10137273071566505,-0.18231643737029637,0.9886882893427583,-0.39532105581001764,0.5233823532836586
150,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,5,4,NA,6240,240,1344,896,115000,NA,-0.4284855788486072,-1.0896859743800615,-0.3262989524235893,-0.3679678432298302,-0.8297975705472336
153,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,5,NA,14803,495,1993,825,190000,NA,0.4294217162700402,0.10299047890596996,0.9087614237071772,-0.5298076843292724,0.11428144607897026
154,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,7,NA,13500,564,1252,1602,235000,NA,0.2988771401238768,0.4257146956774844,-0.5013768485777196,1.2413128302378624,0.6807288560546926
161,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,6,NA,11120,516,1232,1232,162500,NA,0.060430408559894414,0.20121089270599607,-0.5394372607851391,0.39792210901541725,-0.23188086001730446
167,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,5,NA,10708,303,1867,1617,190000,NA,0.019153075196717637,-0.7950247329799831,0.6689808268004336,1.2755043459630966,0.11428144607897026
170,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,8,6,NA,16669,511,1707,1686,228000,NA,0.6163719688323894,0.17782507989646607,0.3644975291410767,1.4327853182991743,0.5926148145029135
171,1-1/2 STORY FINISHED ALL AGES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,5,6,NA,12358,660,1382,720,128500,NA,0.18446278405410035,0.8747223016204609,-0.253984169229492,-0.7691482944059123,-0.6598633475545168
178,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,5,5,NA,13650,451,1920,1052,172500,NA,0.31390529547454793,-0.1028046738178943,0.7698409191500956,-0.012376079687393904,-0.1060036578004773
181,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Two story,6,5,NA,2117,440,1525,756,177000,NA,-0.8415594755873884,-0.15425346199886036,0.018147778053558192,-0.68708865666535,-0.049358916802905065
187,SPLIT OR MULTI-LEVEL,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,7,5,NA,9947,497,1217,1188,173000,NA,-0.057089766282354036,0.11234480402978197,-0.5679825699407038,0.29762699622139677,-0.09970979768963593
192,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,9,NA,7472,484,1479,725,184000,NA,-0.3050543295684281,0.0515416907250039,-0.06939117002350692,-0.7577511224975009,0.03875512474887395
204,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,6,5,NA,4438,420,848,848,149000,NA,-0.6090238184613367,-0.24779671323698046,-1.2701971751675958,-0.4773806935505799,-0.40181508301002117
208,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,4,5,NA,12493,312,1100,1100,141000,NA,0.1979881238697044,-0.7529302699228291,-0.7906359813541086,0.09703677063335574,-0.5025168447834829
209,2-STORY 1946 & NEWER,Slightly irregular,Depression,Moderate Slope,Single-family Detached,Two story,7,5,NA,14364,454,2062,1157,277000,NA,0.3854393149437426,-0.08877318613217627,1.0400698458227748,0.22696453038924594,1.2094131053653667
215,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,7,NA,10900,299,1392,689,161750,NA,0.03838911404557672,-0.8137333832276071,-0.23495396312578223,-0.839810760238063,-0.2413216501835665
219,1-1/2 STORY FINISHED ALL AGES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,7,9,NA,15660,431,1954,798,311500,NA,0.5152825771735414,-0.1963479250560144,0.8345436199027089,-0.5913524126346941,1.6436894530134203
